Natoma temp profiles at dam from tracy mdb 2/13/04				
JDAY		Depth	      TempC	
1367.00	0	6.12	16.57	9/28/2003
1367.00	0	7.64	16.57	9/28/2003
1367.00	0	9.17	16.69	9/28/2003
1368.00	0	0.17	18.09	9/29/2003
1368.00	0	1.54	17.14	9/29/2003
1368.00	0	3.07	16.76	9/29/2003
1368.00	0	4.59	16.72	9/29/2003
1368.00	0	6.11	16.73	9/29/2003
1368.00	0	7.64	16.73	9/29/2003
1368.00	0	9.16	16.85	9/29/2003
1369.00	0	0.16	18.09	9/30/2003
1369.00	0	1.53	16.82	9/30/2003
1369.00	0	3.06	16.61	9/30/2003
1369.00	0	4.58	16.56	9/30/2003
1369.00	0	6.11	16.57	9/30/2003
1369.00	0	7.63	16.57	9/30/2003
1369.00	0	9.15	16.69	9/30/2003
1370.00	0	0.16	17.77	10/1/2003
1370.00	0	1.54	16.82	10/1/2003
1370.00	0	3.06	16.61	10/1/2003
1370.00	0	4.58	16.72	10/1/2003
1370.00	0	6.11	16.57	10/1/2003
1370.00	0	7.63	16.57	10/1/2003
1370.00	0	9.16	16.69	10/1/2003
1371.00	0	0.16	17.93	10/2/2003
1371.00	0	1.53	16.98	10/2/2003
1371.00	0	3.06	16.61	10/2/2003
1371.00	0	4.58	16.72	10/2/2003
1371.00	0	6.11	16.73	10/2/2003
1371.00	0	7.63	16.73	10/2/2003
1371.00	0	9.15	16.69	10/2/2003
1372.00	0	0.26	17.61	10/3/2003
1372.00	0	1.63	16.82	10/3/2003
1372.00	0	3.15	16.76	10/3/2003
1372.00	0	4.68	16.88	10/3/2003
1372.00	0	6.2	16.73	10/3/2003
1372.00	0	7.72	16.73	10/3/2003
1372.00	0	9.25	16.85	10/3/2003
1373.00	0	0.27	17.13	10/4/2003
1373.00	0	1.64	16.82	10/4/2003
1373.00	0	3.17	16.76	10/4/2003
1373.00	0	4.69	16.72	10/4/2003
1373.00	0	6.22	16.57	10/4/2003
1373.00	0	7.74	16.57	10/4/2003
1373.00	0	9.26	16.85	10/4/2003
1374.00	0	0.14	17.93	10/5/2003
1374.00	0	1.51	17.14	10/5/2003
1374.00	0	3.04	16.92	10/5/2003
1374.00	0	4.56	16.88	10/5/2003
1374.00	0	6.08	16.73	10/5/2003
1374.00	0	7.61	16.73	10/5/2003
1374.00	0	9.13	16.85	10/5/2003
1375.00	0	0.15	18.09	10/6/2003
1375.00	0	1.52	16.98	10/6/2003
1375.00	0	3.04	16.92	10/6/2003
1375.00	0	4.57	16.88	10/6/2003
1375.00	0	6.09	16.88	10/6/2003
1375.00	0	7.62	16.88	10/6/2003
1375.00	0	9.14	16.85	10/6/2003
1376.00	0	0.16	18.57	10/7/2003
1376.00	0	1.53	16.98	10/7/2003
1376.00	0	3.05	16.76	10/7/2003
1376.00	0	4.58	16.72	10/7/2003
1376.00	0	6.1	16.73	10/7/2003
1376.00	0	7.62	16.73	10/7/2003
1376.00	0	9.15	16.85	10/7/2003
1377.00	0	0.16	18.73	10/8/2003
1377.00	0	1.53	17.14	10/8/2003
1377.00	0	3.06	16.92	10/8/2003
1377.00	0	4.58	16.88	10/8/2003
1377.00	0	6.11	16.73	10/8/2003
1377.00	0	7.63	16.73	10/8/2003
1377.00	0	9.15	16.85	10/8/2003
1378.00	0	0.15	17.93	10/9/2003
1378.00	0	1.52	17.62	10/9/2003
1378.00	0	3.05	16.92	10/9/2003
1378.00	0	4.57	17.04	10/9/2003
1378.00	0	6.1	17.04	10/9/2003
1378.00	0	7.62	17.04	10/9/2003
1378.00	0	9.14	17.17	10/9/2003
1379.00	0	0.15	17.61	10/10/2003
1379.00	0	1.52	17.46	10/10/2003
1379.00	0	3.05	17.08	10/10/2003
1379.00	0	4.57	17.36	10/10/2003
1379.00	0	6.09	17.36	10/10/2003
1379.00	0	7.62	17.36	10/10/2003
1379.00	0	9.14	17.49	10/10/2003
1380.00	0	0.25	17.29	10/11/2003
1380.00	0	1.62	17.14	10/11/2003
1380.00	0	3.14	16.92	10/11/2003
1380.00	0	4.66	17.04	10/11/2003
1380.00	0	6.19	17.21	10/11/2003
1380.00	0	7.71	17.21	10/11/2003
1380.00	0	9.24	17.17	10/11/2003
1381.00	0	0.15	17.44	10/12/2003
1381.00	0	1.52	17.46	10/12/2003
1381.00	0	3.04	17.24	10/12/2003
1381.00	0	4.57	17.04	10/12/2003
1381.00	0	6.09	17.21	10/12/2003
1381.00	0	7.62	17.21	10/12/2003
1381.00	0	9.14	17.33	10/12/2003
1382.00	0	0.17	17.29	10/13/2003
1382.00	0	1.54	17.3	10/13/2003
1382.00	0	3.07	17.24	10/13/2003
1382.00	0	4.59	17.2	10/13/2003
1382.00	0	6.12	17.21	10/13/2003
1382.00	0	7.64	17.21	10/13/2003
1382.00	0	9.16	17.33	10/13/2003
1383.00	0	0.18	17.61	10/14/2003
1383.00	0	1.55	17.46	10/14/2003
1383.00	0	3.08	17.24	10/14/2003
1383.00	0	4.6	17.36	10/14/2003
1383.00	0	6.13	17.21	10/14/2003
1383.00	0	7.65	17.21	10/14/2003
1383.00	0	9.17	17.49	10/14/2003
1384.00	0	0.18	17.61	10/15/2003
1384.00	0	1.55	17.46	10/15/2003
1384.00	0	3.08	17.24	10/15/2003
1384.00	0	4.6	17.52	10/15/2003
1384.00	0	6.12	17.36	10/15/2003
1384.00	0	7.65	17.36	10/15/2003
1384.00	0	9.17	17.49	10/15/2003
1385.00	0	0.24	17.44	10/16/2003
1385.00	0	1.61	17.3	10/16/2003
1385.00	0	3.13	17.24	10/16/2003
1385.00	0	4.65	17.2	10/16/2003
1385.00	0	6.18	17.21	10/16/2003
1385.00	0	7.7	17.21	10/16/2003
1385.00	0	9.23	17.33	10/16/2003
1386.00	0	0.17	17.61	10/17/2003
1386.00	0	1.54	17.46	10/17/2003
1386.00	0	3.06	17.24	10/17/2003
1386.00	0	4.59	17.36	10/17/2003
1386.00	0	6.11	17.21	10/17/2003
1386.00	0	7.64	17.21	10/17/2003
1386.00	0	9.16	17.33	10/17/2003
1387.00	0	0.17	17.44	10/18/2003
1387.00	0	1.54	17.3	10/18/2003
1387.00	0	3.06	17.08	10/18/2003
1387.00	0	4.59	17.52	10/18/2003
1387.00	0	6.11	17.36	10/18/2003
1387.00	0	7.63	17.36	10/18/2003
1387.00	0	9.16	17.49	10/18/2003
1388.00	0	0.15	17.77	10/19/2003
1388.00	0	1.52	17.62	10/19/2003
1388.00	0	3.05	17.24	10/19/2003
1388.00	0	4.57	17.36	10/19/2003
1388.00	0	6.1	17.36	10/19/2003
1388.00	0	7.62	17.36	10/19/2003
1388.00	0	9.14	17.49	10/19/2003
1389.00	0	0.21	17.61	10/20/2003
1389.00	0	1.58	17.3	10/20/2003
1389.00	0	3.11	17.24	10/20/2003
1389.00	0	4.63	17.52	10/20/2003
1389.00	0	6.15	17.52	10/20/2003
1389.00	0	7.68	17.52	10/20/2003
1389.00	0	9.2	17.64	10/20/2003
1390.00	0	0.14	17.93	10/21/2003
1390.00	0	1.51	17.78	10/21/2003
1390.00	0	3.03	17.4	10/21/2003
1390.00	0	4.56	17.36	10/21/2003
1390.00	0	6.08	17.52	10/21/2003
1390.00	0	7.6	17.52	10/21/2003
1390.00	0	9.13	17.64	10/21/2003
1391.00	0	0.16	17.77	10/22/2003
1391.00	0	1.53	17.46	10/22/2003
1391.00	0	3.06	17.24	10/22/2003
1391.00	0	4.58	17.52	10/22/2003
1391.00	0	6.11	17.52	10/22/2003
1391.00	0	7.63	17.52	10/22/2003
1391.00	0	9.15	17.64	10/22/2003
1392.00	0	0.15	17.61	10/23/2003
1392.00	0	1.53	17.3	10/23/2003
1392.00	0	3.05	17.24	10/23/2003
1392.00	0	4.57	17.52	10/23/2003
1392.00	0	6.1	17.52	10/23/2003
1392.00	0	7.62	17.52	10/23/2003
1392.00	0	9.15	17.49	10/23/2003
1393.00	0	0.18	17.61	10/24/2003
1393.00	0	1.55	17.46	10/24/2003
1393.00	0	3.07	17.4	10/24/2003
1393.00	0	4.6	17.52	10/24/2003
1393.00	0	6.12	17.36	10/24/2003
1393.00	0	7.64	17.36	10/24/2003
1393.00	0	9.17	17.49	10/24/2003
1394.00	0	0.16	17.61	10/25/2003
1394.00	0	1.53	17.46	10/25/2003
1394.00	0	3.05	17.24	10/25/2003
1394.00	0	4.58	17.52	10/25/2003
1394.00	0	6.1	17.52	10/25/2003
1394.00	0	7.63	17.52	10/25/2003
1394.00	0	9.15	17.64	10/25/2003
1395.00	0	0.15	17.77	10/26/2003
1395.00	0	1.52	17.62	10/26/2003
1395.00	0	3.05	17.24	10/26/2003
1395.00	0	4.57	17.52	10/26/2003
1395.00	0	6.09	17.36	10/26/2003
1395.00	0	7.62	17.36	10/26/2003
1395.00	0	9.14	17.49	10/26/2003
1396.00	0	0.16	17.61	10/27/2003
1396.00	0	1.53	17.3	10/27/2003
1396.00	0	3.05	17.24	10/27/2003
1396.00	0	4.58	17.52	10/27/2003
1396.00	0	6.1	17.36	10/27/2003
1396.00	0	7.62	17.36	10/27/2003
1396.00	0	9.15	17.49	10/27/2003
1397.00	0	0.15	17.77	10/28/2003
1397.00	0	1.52	17.46	10/28/2003
1397.00	0	3.05	17.24	10/28/2003
1397.00	0	4.57	17.52	10/28/2003
1397.00	0	6.1	17.68	10/28/2003
1397.00	0	7.62	17.68	10/28/2003
1397.00	0	9.14	17.64	10/28/2003
1398.00	0	0.15	17.77	10/29/2003
1398.00	0	1.52	17.62	10/29/2003
1398.00	0	3.04	17.4	10/29/2003
1398.00	0	4.57	17.52	10/29/2003
1398.00	0	6.09	17.52	10/29/2003
1398.00	0	7.62	17.52	10/29/2003
1398.00	0	9.14	17.64	10/29/2003
1399.00	0	0.15	17.44	10/30/2003
1399.00	0	1.52	17.3	10/30/2003
1399.00	0	3.05	17.24	10/30/2003
1399.00	0	4.57	17.36	10/30/2003
1399.00	0	6.1	17.21	10/30/2003
1399.00	0	7.62	17.21	10/30/2003
1399.00	0	9.14	17.33	10/30/2003
1400.00	0	0.16	16.81	10/31/2003
1400.00	0	1.53	16.82	10/31/2003
1400.00	0	3.05	16.76	10/31/2003
1400.00	0	4.58	16.72	10/31/2003
1400.00	0	6.1	16.73	10/31/2003
1400.00	0	7.62	16.73	10/31/2003
1400.00	0	9.15	16.85	10/31/2003
1401.00	0	0.15	16.34	11/1/2003
1401.00	0	1.53	16.35	11/1/2003
1401.00	0	3.05	16.29	11/1/2003
1401.00	0	4.57	16.25	11/1/2003
1401.00	0	6.1	16.1	11/1/2003
1401.00	0	7.62	16.1	11/1/2003
1401.00	0	9.15	16.22	11/1/2003
1402.00	0	0.15	16.34	11/2/2003
1402.00	0	1.53	16.19	11/2/2003
1402.00	0	3.05	16.29	11/2/2003
1402.00	0	4.57	16.25	11/2/2003
1402.00	0	6.1	16.1	11/2/2003
1402.00	0	7.62	16.1	11/2/2003
1402.00	0	9.15	16.22	11/2/2003
1403.00	0	0.16	16.18	11/3/2003
1403.00	0	1.53	16.19	11/3/2003
1403.00	0	3.05	15.97	11/3/2003
1403.00	0	4.57	16.09	11/3/2003
1403.00	0	6.1	15.94	11/3/2003
1403.00	0	7.62	15.94	11/3/2003
1403.00	0	9.15	16.06	11/3/2003
1404.00	0	0.16	16.02	11/4/2003
1404.00	0	1.53	16.03	11/4/2003
1404.00	0	3.05	15.97	11/4/2003
1404.00	0	4.58	15.78	11/4/2003
1404.00	0	6.1	15.78	11/4/2003
1404.00	0	7.62	15.78	11/4/2003
1404.00	0	9.15	15.9	11/4/2003
1405.00	0	0.15	16.02	11/5/2003
1405.00	0	1.52	15.88	11/5/2003
1405.00	0	3.05	15.81	11/5/2003
1405.00	0	4.57	15.93	11/5/2003
1405.00	0	6.1	15.78	11/5/2003
1405.00	0	7.62	15.78	11/5/2003
1405.00	0	9.14	15.9	11/5/2003
1406.00	0	0.15	15.39	11/6/2003
1406.00	0	1.52	14.61	11/6/2003
1406.00	0	3.04	14.7	11/6/2003
1406.00	0	4.57	14.67	11/6/2003
1406.00	0	6.09	14.68	11/6/2003
1406.00	0	7.62	14.68	11/6/2003
1406.00	0	9.14	14.79	11/6/2003
1407.00	0	0.15	14.91	11/7/2003
1407.00	0	1.52	14.46	11/7/2003
1407.00	0	3.05	14.54	11/7/2003
1407.00	0	4.57	14.51	11/7/2003
1407.00	0	6.09	14.37	11/7/2003
1407.00	0	7.62	14.37	11/7/2003
1407.00	0	9.14	14.48	11/7/2003
1408.00	0	0.15	14.91	11/8/2003
1408.00	0	1.52	14.93	11/8/2003
1408.00	0	3.05	14.86	11/8/2003
1408.00	0	4.57	14.83	11/8/2003
1408.00	0	6.09	14.84	11/8/2003
1408.00	0	7.62	14.84	11/8/2003
1408.00	0	9.14	14.95	11/8/2003
1409.00	0	0.15	14.91	11/9/2003
1409.00	0	1.53	14.77	11/9/2003
1409.00	0	3.05	14.7	11/9/2003
1409.00	0	4.57	14.83	11/9/2003
1409.00	0	6.1	14.84	11/9/2003
1409.00	0	7.62	14.84	11/9/2003
1409.00	0	9.15	14.79	11/9/2003
1410.00	0	0.15	14.44	11/10/2003
1410.00	0	1.52	14.3	11/10/2003
1410.00	0	3.04	14.23	11/10/2003
1410.00	0	4.57	14.2	11/10/2003
1410.00	0	6.09	14.21	11/10/2003
1410.00	0	7.62	14.21	11/10/2003
1410.00	0	9.14	14.32	11/10/2003
1411.00	0	0.15	14.28	11/11/2003
1411.00	0	1.52	14.3	11/11/2003
1411.00	0	3.04	14.23	11/11/2003
1411.00	0	4.57	14.2	11/11/2003
1411.00	0	6.09	14.06	11/11/2003
1411.00	0	7.62	14.06	11/11/2003
1411.00	0	9.14	14.17	11/11/2003
1412.00	0	0.16	14.44	11/12/2003
1412.00	0	1.53	14.3	11/12/2003
1412.00	0	3.05	14.23	11/12/2003
1412.00	0	4.58	14.36	11/12/2003
1412.00	0	6.1	14.21	11/12/2003
1412.00	0	7.62	14.21	11/12/2003
1412.00	0	9.15	14.32	11/12/2003
